sale_id,house_id,owner_id,sale_date,sale_price,payment_method,loan_amount,down_payment,interest_rate,loan_term_years,agent_id,registration_fee,tax_amount,discount_amount,sale_status
1677,H08931,O01727,2025-04-29,34188244,Mortgage,20077830,14110414,10.85,30,A150,341882,1709412,429646,Cancelled
1678,H06900,O01447,2025-06-25,5342806,Bank Transfer,2815529,2527277,7.42,25,A134,53428,267140,94465,Cancelled
1679,H07919,O00869,2020-04-26,47374951,Mortgage,17336045,30038906,9.16,10,A157,473750,2368748,184636,Completed
1680,H09640,O01277,2024-08-01,10810192,Home Loan,5440643,5369549,11.87,15,A086,108102,540510,390056,Completed
1681,H09963,O01251,2025-01-07,33276750,Mortgage,19596939,13679811,6.95,30,A169,332768,1663838,319238,Pending
1682,H02508,O00538,2021-06-28,26677335,UPI,17560496,9116839,9.23,20,A166,266773,1333867,237832,Completed
1683,H09320,O00633,2020-04-22,34851689,Cash,27164880,7686809,10.7,10,A019,348517,1742584,384343,Completed
1684,H08178,O01447,2020-08-23,19594193,Bank Transfer,7078371,12515822,7.08,15,A154,195942,979710,314780,Completed
1685,H05580,O01878,2023-06-14,4008230,Home Loan,3023357,984873,9.19,15,A187,40082,200412,283031,Completed
1686,H09453,O01754,2023-10-24,43277852,Mortgage,24035337,19242515,7.53,15,A080,432779,2163893,197988,Pending
1687,H07292,O01376,2020-12-24,42797235,Home Loan,24289204,18508031,6.54,10,A035,427972,2139862,178802,Pending
1688,H04548,O00242,2022-06-07,29273245,Mortgage,22816040,6457205,10.28,20,A149,292732,1463662,295477,Pending
1689,H01683,O00871,2025-10-27,49970105,Cash,17737184,32232921,6.5,30,A040,499701,2498505,138180,Completed
1690,H02213,O00061,2022-08-04,20572587,Cash,7903478,12669109,11.08,10,A145,205726,1028629,230245,Completed
1691,H04794,O01455,2022-02-12,49990357,Mortgage,36383741,13606616,8.58,20,A113,499904,2499518,312930,Pending
1692,H08384,O00820,2020-05-11,25630483,UPI,14008476,11622007,6.66,25,A077,256305,1281524,355564,Cancelled
1693,H06421,O01332,2020-01-08,14942727,Home Loan,7787007,7155720,9.44,15,A092,149427,747136,88827,Pending
1694,H05853,O01573,2025-04-07,18015150,Home Loan,6113020,11902130,8,10,A174,180152,900758,314999,Pending
1695,H09862,O01165,2020-07-04,25355446,Bank Transfer,12353669,13001777,7.38,10,A043,253554,1267772,350601,Completed
1696,H00951,O00746,2022-08-16,31924065,Home Loan,11933064,19991001,9.65,30,A154,319241,1596203,21620,Pending
1697,H02805,O01533,2022-10-03,20753872,Home Loan,15504328,5249544,7.22,10,A049,207539,1037694,5354,Completed
1698,H03294,O01644,2020-02-06,27806074,Bank Transfer,15107208,12698866,11.75,25,A148,278061,1390304,344072,Cancelled
1699,H08121,O01103,2020-10-26,5340442,Bank Transfer,1988861,3351581,7.15,15,A116,53404,267022,187450,Completed
1700,H04789,O01270,2022-03-08,36728269,Home Loan,23625006,13103263,7.78,30,A013,367283,1836413,305520,Completed
1701,H09226,O00135,2023-02-18,19572287,Cash,9610790,9961497,11.94,25,A162,195723,978614,249963,Pending
1702,H08226,O01419,2020-09-26,27268470,Mortgage,21019381,6249089,7.75,10,A145,272685,1363424,171319,Completed
1703,H04338,O00195,2022-01-07,21416797,Cash,15023916,6392881,11.29,30,A154,214168,1070840,483813,Cancelled
1704,H07902,O00061,2024-10-26,4498228,Cash,1464931,3033297,7.39,20,A106,44982,224911,372990,Cancelled
1705,H03415,O00971,2024-03-22,33601915,Cash,20883813,12718102,8.39,30,A062,336019,1680096,77970,Completed
1706,H00837,O00639,2020-05-27,13140853,Cash,4970376,8170477,11.86,25,A121,131409,657043,246446,Cancelled
1707,H05011,O00785,2021-09-10,47220219,Home Loan,16343950,30876269,10.18,25,A181,472202,2361011,433546,Completed
1708,H07320,O01045,2021-03-30,18471397,Bank Transfer,7979769,10491628,7.19,10,A047,184714,923570,132373,Cancelled
1709,H00136,O00853,2024-12-23,41349294,Home Loan,19351383,21997911,9.02,25,A130,413493,2067465,274579,Completed
1710,H08825,O01438,2023-11-03,11012671,Bank Transfer,6361158,4651513,10.76,25,A010,110127,550634,30661,Completed
1711,H04131,O00164,2021-05-13,47824939,Mortgage,33213417,14611522,11.74,10,A197,478249,2391247,235406,Completed
1712,H09570,O00247,2023-08-18,31705293,Mortgage,12345450,19359843,11.24,15,A084,317053,1585265,425749,Cancelled
1713,H09401,O00341,2023-03-03,21250056,Mortgage,14681648,6568408,10.97,10,A085,212501,1062503,357453,Pending
1714,H05179,O01488,2021-07-26,4699968,Bank Transfer,3398907,1301061,9.29,10,A184,47000,234998,70177,Cancelled
1715,H09513,O00047,2022-12-12,13811693,Bank Transfer,6301636,7510057,8.04,20,A045,138117,690585,191223,Cancelled
1716,H03426,O00611,2021-09-08,17817269,UPI,6550739,11266530,9.03,30,A055,178173,890863,262549,Pending
1717,H07678,O00688,2023-05-13,7141430,UPI,3397908,3743522,11.5,15,A153,71414,357072,327736,Pending
1718,H03151,O00256,2022-03-13,6761804,Mortgage,4150250,2611554,7.88,10,A119,67618,338090,371064,Pending
1719,H02623,O00134,2025-05-01,23373857,Mortgage,14726752,8647105,10.88,20,A171,233739,1168693,174637,Completed
1720,H00350,O01792,2026-01-08,23210851,Home Loan,9475509,13735342,10.09,20,A016,232109,1160543,235064,Pending
1721,H04543,O01407,2021-04-29,49332040,UPI,25708933,23623107,6.68,10,A104,493320,2466602,116315,Cancelled
1722,H02277,O00133,2021-04-10,18432163,Home Loan,11405769,7026394,10.45,30,A101,184322,921608,98507,Pending
1723,H01196,O01258,2020-11-05,9425961,Cash,3358371,6067590,7.64,20,A079,94260,471298,179900,Cancelled
1724,H00555,O00274,2022-03-30,6822665,Home Loan,4293318,2529347,11.93,30,A077,68227,341133,301203,Cancelled
1725,H08554,O00451,2025-07-30,32936580,Mortgage,12611829,20324751,7.06,15,A167,329366,1646829,393841,Completed
1726,H07064,O00281,2022-12-18,23588170,Mortgage,12659747,10928423,10.67,20,A058,235882,1179408,172713,Pending
1727,H03142,O00980,2024-03-16,41820331,UPI,30514336,11305995,7.23,20,A138,418203,2091017,280320,Completed
1728,H05258,O01785,2022-07-22,48481129,Mortgage,32425620,16055509,7.34,10,A006,484811,2424056,194230,Completed
1729,H03491,O01616,2024-06-16,28614182,Home Loan,14809483,13804699,7.87,20,A057,286142,1430709,350025,Cancelled
1730,H03073,O01483,2025-03-20,10399346,UPI,3862191,6537155,9.36,20,A195,103993,519967,125260,Cancelled
1731,H06898,O00150,2020-04-18,4524197,UPI,1925533,2598664,11.04,20,A017,45242,226210,206208,Completed
1732,H07919,O00947,2023-11-02,23137074,Bank Transfer,10429230,12707844,10.54,15,A178,231371,1156854,460619,Cancelled
1733,H08802,O00343,2023-03-05,32553582,Cash,12399826,20153756,9.15,20,A182,325536,1627679,226929,Completed
1734,H07348,O01676,2020-08-25,37443302,Home Loan,29771382,7671920,10.72,30,A101,374433,1872165,130124,Pending
1735,H04368,O00992,2023-12-31,9527503,Bank Transfer,6881196,2646307,7.28,15,A163,95275,476375,32543,Completed
1736,H04274,O00324,2024-12-30,9807881,Home Loan,4675485,5132396,11.42,25,A085,98079,490394,37672,Pending
1737,H01128,O00627,2022-04-28,21928575,UPI,12749222,9179353,11.43,25,A170,219286,1096429,494318,Completed
1738,H09232,O01489,2025-09-07,14915366,Home Loan,7554046,7361320,7.35,15,A080,149154,745768,63167,Cancelled
1739,H03403,O01925,2022-01-08,14303473,Mortgage,5090677,9212796,11.09,20,A050,143035,715174,47043,Cancelled
1740,H00676,O01830,2020-11-03,10744721,Cash,6061099,4683622,7.33,15,A079,107447,537236,235361,Pending
1741,H06511,O00678,2024-01-15,37985977,Mortgage,12088778,25897199,8.46,30,A148,379860,1899299,287811,Cancelled
1742,H08302,O01492,2023-05-15,39005519,UPI,21624014,17381505,11.86,20,A105,390055,1950276,152310,Pending
1743,H00924,O00853,2025-05-13,33225118,Bank Transfer,26054703,7170415,7.89,15,A049,332251,1661256,149941,Completed
1744,H01386,O01002,2024-12-16,30463414,UPI,23591767,6871647,8.68,25,A114,304634,1523171,58777,Pending
1745,H01397,O00668,2020-08-16,3630586,Cash,1579652,2050934,10.67,10,A003,36306,181529,270999,Completed
1746,H03327,O00200,2022-03-01,46894999,Bank Transfer,19570705,27324294,8.6,15,A091,468950,2344750,104121,Pending
1747,H07925,O01998,2020-03-31,10011355,Home Loan,3241052,6770303,9.59,15,A038,100114,500568,64551,Pending
1748,H07586,O00794,2020-08-05,46985422,Home Loan,24313701,22671721,7.81,30,A008,469854,2349271,47843,Cancelled
1749,H09142,O00274,2024-12-21,45068412,Mortgage,25190679,19877733,7.11,15,A107,450684,2253421,213436,Pending
1750,H08464,O00553,2025-05-02,15029460,Cash,5191135,9838325,10.35,30,A007,150295,751473,241179,Pending
1751,H04606,O01590,2024-05-29,9704894,Cash,7659684,2045210,10.29,30,A024,97049,485245,2958,Cancelled
1752,H01831,O00929,2025-11-27,35868093,Cash,11081160,24786933,8,25,A164,358681,1793405,336476,Pending
1753,H00496,O01302,2024-11-27,10418402,Home Loan,3362601,7055801,11.6,25,A034,104184,520920,348753,Completed
1754,H08550,O00541,2022-07-24,42912923,UPI,33931077,8981846,6.5,10,A083,429129,2145646,470993,Cancelled
1755,H09938,O00170,2023-05-13,5632051,Cash,3497574,2134477,7.38,20,A110,56321,281603,328823,Completed
1756,H03693,O00787,2021-03-27,25297949,UPI,14655556,10642393,11.09,30,A068,252979,1264897,53145,Pending
1757,H09108,O00152,2022-07-11,8378888,Bank Transfer,2635678,5743210,7.43,15,A015,83789,418944,480073,Cancelled
1758,H07868,O01962,2024-10-08,22560734,Cash,10144342,12416392,10.3,25,A040,225607,1128037,409640,Cancelled
1759,H09430,O00602,2021-11-12,3969959,UPI,2166362,1803597,6.58,15,A015,39700,198498,343574,Completed
1760,H08480,O01351,2020-11-20,19697720,UPI,15082784,4614936,8.49,10,A196,196977,984886,367722,Completed
1761,H01523,O00841,2020-08-06,7516498,Mortgage,3935426,3581072,7.94,30,A019,75165,375825,133111,Pending
1762,H06082,O01153,2023-12-31,32307272,Home Loan,12422865,19884407,9.2,30,A152,323073,1615364,494598,Pending
1763,H07155,O00872,2021-12-04,45766967,Bank Transfer,26347750,19419217,10.73,20,A011,457670,2288348,455529,Cancelled
1764,H01879,O00971,2021-04-20,28228943,Bank Transfer,21872559,6356384,7.27,20,A056,282289,1411447,106328,Cancelled
1765,H09472,O01983,2024-05-26,13112445,Bank Transfer,8405133,4707312,9.71,15,A137,131124,655622,49141,Pending
1766,H08899,O01144,2020-05-15,9586172,Mortgage,5313200,4272972,10.43,20,A176,95862,479309,186231,Pending
1767,H05424,O00215,2025-06-24,48665568,Mortgage,34247846,14417722,7.13,25,A171,486656,2433278,288793,Completed
1768,H08054,O01927,2020-05-24,47297896,Home Loan,14268195,33029701,9.13,10,A012,472979,2364895,97526,Completed
1769,H06066,O01751,2020-03-20,34047805,Cash,13479006,20568799,8.93,15,A189,340478,1702390,381641,Pending
1770,H07944,O00352,2020-03-30,41142828,Mortgage,19510910,21631918,7.32,15,A138,411428,2057141,175255,Pending
1771,H07601,O00630,2022-07-24,36561417,Home Loan,20512095,16049322,9.45,30,A007,365614,1828071,95996,Cancelled
1772,H05790,O01462,2024-08-14,4943264,UPI,3651471,1291793,7.44,25,A097,49433,247163,315959,Cancelled
1773,H01558,O00115,2024-04-01,40624024,Bank Transfer,27502338,13121686,8.51,15,A108,406240,2031201,164232,Cancelled
1774,H07403,O00013,2021-08-11,34277670,Mortgage,13593503,20684167,10.75,20,A137,342777,1713884,70134,Pending
1775,H04415,O01806,2021-03-09,12814212,Cash,7932068,4882144,8.63,25,A031,128142,640711,49214,Cancelled
1776,H03047,O01725,2020-03-18,3581748,Mortgage,2822201,759547,10.39,25,A059,35817,179087,173213,Completed
1777,H03715,O01963,2024-08-31,4464845,Mortgage,1877913,2586932,11.77,15,A146,44648,223242,300419,Pending
1778,H02359,O00793,2020-06-19,9393465,Mortgage,5850533,3542932,8.89,10,A062,93935,469673,471723,Pending
1779,H05659,O01087,2023-10-13,43887068,Cash,21587482,22299586,6.58,20,A076,438871,2194353,211605,Cancelled
1780,H06750,O01314,2022-11-09,28912907,Home Loan,18924864,9988043,10.14,15,A146,289129,1445645,169534,Cancelled
1781,H08648,O00338,2024-04-17,39169522,Mortgage,14731128,24438394,8.77,30,A055,391695,1958476,78161,Pending
1782,H01552,O01078,2021-08-17,36945002,Bank Transfer,11906185,25038817,7.77,30,A067,369450,1847250,262520,Cancelled
1783,H05419,O00195,2023-03-15,46498016,Home Loan,34710755,11787261,10.92,10,A172,464980,2324901,211322,Cancelled
1784,H09940,O01280,2024-10-04,47840025,Cash,15581527,32258498,7.33,20,A070,478400,2392001,102385,Completed
1785,H08420,O00007,2023-08-14,42302258,Bank Transfer,23643456,18658802,11.96,20,A154,423023,2115113,355994,Completed
1786,H06070,O00582,2021-08-07,28477636,UPI,21717390,6760246,11.18,15,A014,284776,1423882,166329,Pending
1787,H03516,O01298,2020-10-17,45392068,Cash,23390063,22002005,6.87,20,A087,453921,2269603,351113,Cancelled
1788,H03460,O01443,2024-04-14,5057249,Mortgage,1935429,3121820,7.38,30,A196,50572,252862,476278,Cancelled
1789,H09671,O00631,2026-01-05,18514950,Cash,10553702,7961248,6.97,30,A059,185150,925748,459876,Pending
1790,H02366,O00033,2022-03-21,10825680,Home Loan,7807400,3018280,8.29,20,A137,108257,541284,321517,Pending
1791,H05885,O01980,2022-04-09,10325845,Mortgage,4203548,6122297,6.73,15,A134,103258,516292,330143,Completed
1792,H09121,O01193,2022-07-25,31314114,UPI,23159600,8154514,8.41,20,A020,313141,1565706,420222,Completed
1793,H07342,O00835,2025-02-07,7455381,UPI,4405984,3049397,8.03,30,A089,74554,372769,53335,Cancelled
1794,H05090,O00552,2021-04-05,10913737,Home Loan,7540488,3373249,11.09,15,A077,109137,545687,56032,Completed
1795,H02290,O00410,2020-02-27,42895668,Cash,24677782,18217886,9.41,15,A192,428957,2144783,472432,Pending
1796,H08146,O00456,2021-03-01,15089327,Home Loan,10498567,4590760,6.81,30,A130,150893,754466,445902,Pending
1797,H03725,O00262,2023-05-26,27599431,Mortgage,9798560,17800871,11.43,25,A016,275994,1379972,495152,Cancelled
1798,H02467,O01762,2025-06-16,43558949,Bank Transfer,29606692,13952257,9.72,10,A071,435589,2177947,317756,Pending
1799,H09228,O01220,2020-10-07,23130895,Home Loan,13791987,9338908,7.72,10,A068,231309,1156545,442027,Cancelled
1800,H09115,O01342,2023-05-12,41136979,UPI,19546608,21590371,10.74,20,A083,411370,2056849,168053,Pending
1801,H06396,O00214,2020-10-01,44819455,Bank Transfer,31680647,13138808,9.65,25,A144,448195,2240973,458694,Cancelled
1802,H06740,O01061,2021-09-13,37068546,UPI,15767521,21301025,8.5,10,A138,370685,1853427,142860,Cancelled
1803,H09972,O01789,2020-11-02,38683598,UPI,18044431,20639167,9.91,25,A021,386836,1934180,437726,Cancelled
1804,H06694,O00349,2024-12-27,19399952,Home Loan,8741036,10658916,7.47,30,A114,194000,969998,54738,Pending
1805,H04596,O00489,2022-05-24,13916766,Home Loan,4615457,9301309,7.75,10,A049,139168,695838,217390,Completed
1806,H01991,O01821,2022-02-22,39255072,Home Loan,13646740,25608332,8.74,30,A141,392551,1962754,26684,Pending
1807,H02314,O01331,2020-04-16,4980046,Mortgage,2531358,2448688,9.85,15,A161,49800,249002,432633,Completed
1808,H04972,O00412,2020-10-26,29547826,Home Loan,9485021,20062805,10.93,15,A097,295478,1477391,323019,Completed
1809,H03279,O01398,2025-06-27,40768380,UPI,17940175,22828205,10.54,15,A178,407684,2038419,292098,Cancelled
1810,H07253,O00353,2024-02-22,46519402,Home Loan,14533148,31986254,9.13,25,A169,465194,2325970,430011,Completed
1811,H07565,O00495,2024-10-23,19458923,Home Loan,11212107,8246816,7.91,30,A062,194589,972946,450595,Completed
1812,H03321,O00534,2024-12-23,7495978,Cash,5867606,1628372,11.29,30,A056,74960,374799,108495,Cancelled
1813,H09236,O00924,2025-12-27,25059410,Bank Transfer,15750033,9309377,11.26,25,A116,250594,1252970,133714,Pending
1814,H04369,O01815,2022-03-30,18226748,Bank Transfer,12075523,6151225,11.42,20,A046,182267,911337,328521,Pending
1815,H09261,O01419,2023-06-15,46872205,Cash,24892086,21980119,8.93,25,A159,468722,2343610,187624,Pending
1816,H07871,O00203,2023-09-04,48493147,Home Loan,37470318,11022829,6.8,15,A142,484931,2424657,143492,Completed
1817,H08454,O00417,2024-01-18,47368014,Home Loan,25861401,21506613,8.94,30,A173,473680,2368401,452329,Completed
1818,H06836,O01663,2022-04-29,35859172,Bank Transfer,15854461,20004711,11.44,20,A130,358592,1792959,322100,Cancelled
1819,H03081,O01422,2021-09-27,9111135,UPI,6219118,2892017,11.59,15,A157,91111,455557,95267,Cancelled
1820,H04905,O00444,2020-03-25,8697358,Mortgage,3593540,5103818,11.13,10,A189,86974,434868,197497,Cancelled
1821,H04418,O01547,2024-09-10,3563245,Home Loan,2315411,1247834,10.05,15,A102,35632,178162,112696,Cancelled
1822,H03427,O00397,2022-11-21,15467764,Home Loan,10030970,5436794,10.43,25,A108,154678,773388,432410,Completed
1823,H07346,O00369,2023-02-18,30504370,Mortgage,19549117,10955253,10.61,10,A145,305044,1525218,389857,Cancelled
1824,H00001,O01146,2020-11-02,40219560,Mortgage,28521829,11697731,6.59,15,A127,402196,2010978,178332,Cancelled
1825,H06489,O01038,2025-07-05,2676779,Mortgage,2126770,550009,8.13,20,A164,26768,133839,304375,Cancelled
1826,H07653,O00521,2025-05-18,31619931,UPI,23833615,7786316,9.83,30,A003,316199,1580997,93479,Cancelled
1827,H07390,O00901,2020-01-29,44162463,Bank Transfer,25241220,18921243,10.4,15,A174,441625,2208123,226026,Completed
1828,H00251,O00873,2025-01-11,19131626,UPI,8792063,10339563,10.4,10,A108,191316,956581,36330,Pending
1829,H07591,O00043,2022-09-07,12104325,Bank Transfer,5244088,6860237,11.11,10,A100,121043,605216,421792,Pending
1830,H03705,O00748,2025-03-31,15420227,Home Loan,8834295,6585932,11.26,10,A089,154202,771011,482692,Pending
1831,H00970,O00005,2022-12-07,23198987,Mortgage,7443822,15755165,7.03,10,A197,231990,1159949,196395,Completed
1832,H00385,O00549,2021-02-10,30175237,Bank Transfer,20042692,10132545,10,30,A097,301752,1508762,160477,Pending
1833,H09517,O01173,2022-10-08,16209452,Home Loan,10776859,5432593,7.34,15,A015,162095,810473,404971,Cancelled
1834,H08532,O00197,2020-09-13,18345691,Cash,6479472,11866219,11.67,10,A069,183457,917285,247784,Cancelled
1835,H01499,O01946,2020-07-29,36331394,UPI,20216557,16114837,10.04,30,A130,363314,1816570,69706,Completed
1836,H01185,O00194,2023-02-25,16057816,UPI,6408598,9649218,11.5,30,A131,160578,802891,154209,Completed
1837,H00694,O01445,2022-11-17,37006702,Cash,28798662,8208040,9.66,15,A041,370067,1850335,27817,Completed
1838,H09978,O01350,2021-11-26,28394552,Home Loan,10454742,17939810,10.82,15,A170,283946,1419728,267564,Completed
1839,H06825,O00987,2025-06-06,3673799,Home Loan,2051838,1621961,9.06,25,A053,36738,183690,487012,Pending
1840,H07544,O00653,2020-01-18,48480005,Home Loan,24100961,24379044,6.89,15,A052,484800,2424000,72491,Cancelled
1841,H03827,O01832,2021-05-25,37956900,UPI,18867812,19089088,10.47,20,A068,379569,1897845,289317,Cancelled
1842,H00916,O00342,2024-08-03,29864490,Home Loan,11194778,18669712,8.44,30,A114,298645,1493224,485459,Pending
1843,H03503,O00774,2024-07-23,17820425,UPI,5685567,12134858,8.3,30,A195,178204,891021,171318,Completed
1844,H04624,O00088,2022-12-19,49600916,Bank Transfer,37494141,12106775,9.61,15,A188,496009,2480046,388521,Cancelled
1845,H08517,O00162,2025-07-31,16210829,Bank Transfer,11990413,4220416,6.62,30,A110,162108,810541,170770,Pending
1846,H00395,O00182,2020-04-20,25474560,Mortgage,18289505,7185055,9.53,30,A079,254746,1273728,230122,Pending
1847,H00654,O00889,2020-02-23,21184713,UPI,14135402,7049311,11.36,10,A142,211847,1059236,495243,Completed
1848,H04420,O00498,2024-05-02,13189886,Bank Transfer,7731484,5458402,7.73,15,A155,131899,659494,385247,Cancelled
1849,H02928,O00730,2025-11-25,28047650,Bank Transfer,10996266,17051384,6.76,25,A071,280476,1402382,250078,Completed
1850,H00854,O01278,2021-02-12,6519148,Mortgage,2501626,4017522,8.27,15,A151,65191,325957,237444,Pending
1851,H00231,O00364,2020-08-02,16453884,Mortgage,11047159,5406725,7.85,30,A098,164539,822694,73422,Cancelled
1852,H03752,O01691,2021-01-24,42957607,Cash,28344634,14612973,8.81,15,A155,429576,2147880,407371,Cancelled
1853,H05120,O00090,2025-11-07,13765249,Cash,7850385,5914864,6.98,15,A026,137652,688262,97954,Pending
1854,H00757,O01311,2025-02-23,44887144,Bank Transfer,32265399,12621745,6.7,15,A025,448871,2244357,485381,Cancelled
1855,H08226,O00963,2023-05-01,45216143,Bank Transfer,33118363,12097780,8.75,10,A098,452161,2260807,51818,Pending
1856,H04227,O00314,2024-09-07,12648846,Home Loan,5848975,6799871,10.6,25,A160,126488,632442,458835,Pending
1857,H02201,O00756,2022-04-22,32115606,Bank Transfer,16312460,15803146,11.82,30,A181,321156,1605780,62601,Pending
